transaction_id,customer_id,date,amount,merchant_city,merchant_state,mcc,transaction_type,errors
7475468,CUST_00252,2010-01-01 03:20:00,58.47,ONLINE,,7922,entertainment,
7475469,CUST_00228,2010-01-01 03:23:00,37.09,Lexington,KY,5813,entertainment,
7475470,CUST_00270,2010-01-01 03:26:00,11.44,Garland,TX,5411,food,
7475471,CUST_00087,2010-01-01 03:27:00,4.78,New Rochelle,NY,5411,food,
7475473,CUST_00250,2010-01-01 03:29:00,35.23,Big Bear Lake,CA,5651,shopping,
7475474,CUST_00072,2010-01-01 03:32:00,102.27,Pittsburgh,PA,4900,utilities,
7475475,CUST_00205,2010-01-01 03:32:00,3.58,Waukegan,IL,5814,food,
7475476,CUST_00192,2010-01-01 03:32:00,14.36,Nazareth,PA,5411,food,
7475477,CUST_00042,2010-01-01 03:36:00,176.44,Lafayette,CO,5912,utilities,
7475478,CUST_00250,2010-01-01 03:49:00,120.0,Belleville,IL,4829,utilities,
7475479,CUST_00087,2010-01-01 03:51:00,4.39,New Rochelle,NY,5411,food,
7475480,CUST_00060,2010-01-01 03:52:00,6.72,Manhattan Beach,CA,5411,food,
7475481,CUST_00242,2010-01-01 03:52:00,13.79,Campbell,TX,5310,shopping,
7475482,CUST_00291,2010-01-01 03:53:00,63.5,Rockingham,NC,5651,shopping,
7475483,CUST_00003,2010-01-01 03:56:00,59.44,Withee,WI,7538,purchase,
7475485,CUST_00240,2010-01-01 03:57:00,15.89,ONLINE,,5815,food,
7475486,CUST_00237,2010-01-01 04:01:00,96.63,Ottumwa,IA,5912,utilities,
7475487,CUST_00235,2010-01-01 04:05:00,93.13,Dallas,TX,4900,utilities,
7475488,CUST_00200,2010-01-01 04:06:00,31.5,Eastman,GA,5310,shopping,
7475489,CUST_00142,2010-01-01 04:13:00,1.62,Jasper,IN,5942,shopping,
7475490,CUST_00212,2010-01-01 04:14:00,20.86,ONLINE,,4784,travel,
7475491,CUST_00084,2010-01-01 04:17:00,7.71,ONLINE,,4784,travel,
7475492,CUST_00242,2010-01-01 04:17:00,33.19,Oak Park,MN,5813,entertainment,
7475493,CUST_00235,2010-01-01 04:18:00,108.13,Church Hill,TN,5411,food,
7475494,CUST_00167,2010-01-01 04:21:00,166.34,ONLINE,,4899,utilities,
7475495,CUST_00138,2010-01-01 04:21:00,14.5,Jamaica,NY,5912,utilities,
7475496,CUST_00189,2010-01-01 04:22:00,3.36,Slovan,PA,5411,food,
7475497,CUST_00152,2010-01-01 04:25:00,2.56,Weatherford,TX,5812,food,
7475498,CUST_00171,2010-01-01 04:27:00,55.79,Brooklyn,NY,7538,purchase,
7475499,CUST_00012,2010-01-01 04:28:00,174.06,North Little Rock,AR,5541,fuel,
7475500,CUST_00042,2010-01-01 04:30:00,54.98,ONLINE,,4814,utilities,
7475501,CUST_00074,2010-01-01 04:31:00,22.23,ONLINE,,4121,travel,
7475502,CUST_00035,2010-01-01 04:31:00,60.0,Suring,WI,4829,utilities,
7475505,CUST_00132,2010-01-01 04:38:00,60.09,Hillsborough,NC,5651,shopping,
7475506,CUST_00201,2010-01-01 04:38:00,74.76,Danbury,CT,7538,purchase,
7475507,CUST_00197,2010-01-01 04:39:00,29.93,Fort Lauderdale,FL,5912,utilities,
7475508,CUST_00258,2010-01-01 04:44:00,119.42,Bronx,NY,4900,utilities,
7475509,CUST_00142,2010-01-01 04:45:00,46.21,ONLINE,,4784,travel,
7475510,CUST_00197,2010-01-01 04:49:00,26.38,ONLINE,,4784,travel,
7475511,CUST_00257,2010-01-01 04:49:00,67.09,Arlington Heights,IL,7802,entertainment,
7475512,CUST_00170,2010-01-01 04:51:00,1.14,Los Angeles,CA,5499,food,
7475513,CUST_00024,2010-01-01 04:52:00,69.85,Waupaca,WI,5300,shopping,
7475514,CUST_00230,2010-01-01 04:54:00,8.73,Spring Creek,NV,5411,food,
7475515,CUST_00173,2010-01-01 04:54:00,104.4,Orlando,FL,7538,purchase,
7475516,CUST_00173,2010-01-01 04:56:00,104.1,Orlando,FL,7538,purchase,Technical Glitch
7475517,CUST_00191,2010-01-01 04:58:00,79.7,Kissimmee,FL,5300,shopping,
7475518,CUST_00170,2010-01-01 04:58:00,2.68,Philadelphia,PA,5499,food,
7475519,CUST_00167,2010-01-01 05:04:00,46.05,ONLINE,,4784,travel,
7475520,CUST_00028,2010-01-01 05:05:00,185.6,ONLINE,,7922,entertainment,
7475521,CUST_00035,2010-01-01 05:09:00,60.0,Suring,WI,4829,utilities,
7475522,CUST_00168,2010-01-01 05:10:00,60.0,Jacksonville,FL,4829,utilities,
7475523,CUST_00239,2010-01-01 05:10:00,11.78,San Diego,CA,5813,entertainment,
7475524,CUST_00092,2010-01-01 05:12:00,4.43,ONLINE,,4784,travel,
7475525,CUST_00181,2010-01-01 05:12:00,18.24,Clayton,NC,7230,travel,
7475526,CUST_00010,2010-01-01 05:15:00,140.0,Billings,OK,4829,utilities,
7475527,CUST_00105,2010-01-01 05:15:00,6.76,Hawarden,IA,5541,fuel,
7475528,CUST_00132,2010-01-01 05:16:00,4.22,Clinton,TN,5912,utilities,
7475529,CUST_00272,2010-01-01 05:19:00,67.25,Bunn,NC,5655,shopping,
7475531,CUST_00295,2010-01-01 05:20:00,48.76,Fond Du Lac,WI,5732,shopping,
7475532,CUST_00065,2010-01-01 05:24:00,8.84,Columbus,OH,5813,entertainment,
7475533,CUST_00083,2010-01-01 05:26:00,36.53,Wilkes Barre,PA,5813,entertainment,
7475534,CUST_00123,2010-01-01 05:30:00,41.3,ONLINE,,4900,utilities,
7475535,CUST_00100,2010-01-01 05:33:00,16.71,Chicago,IL,7538,purchase,
7475537,CUST_00298,2010-01-01 05:36:00,3.03,Oceanside,CA,5812,food,
7475538,CUST_00257,2010-01-01 05:38:00,6.83,Wister,OK,5812,food,
7475539,CUST_00011,2010-01-01 05:38:00,4.02,Merritt Island,FL,5812,food,
7475540,CUST_00071,2010-01-01 05:38:00,0.18,Manahawkin,NJ,5499,food,
7475541,CUST_00247,2010-01-01 05:40:00,80.0,Brighton,CO,4829,utilities,
7475542,CUST_00018,2010-01-01 05:40:00,1.98,Mecosta,MI,5411,food,
7475543,CUST_00257,2010-01-01 05:41:00,66.98,Elk Grove Village,IL,5812,food,
7475544,CUST_00240,2010-01-01 05:43:00,2.91,Elizabeth,NJ,5411,food,
7475545,CUST_00085,2010-01-01 05:43:00,16.16,Springfield,KY,5812,food,
7475546,CUST_00167,2010-01-01 05:43:00,46.01,ONLINE,,4784,travel,
7475547,CUST_00276,2010-01-01 05:46:00,1.0,Dryden,NY,5499,food,
7475548,CUST_00098,2010-01-01 05:46:00,11.91,Nashport,OH,5912,utilities,
7475551,CUST_00089,2010-01-01 05:48:00,115.82,Plattekill,NY,5541,fuel,
7475552,CUST_00131,2010-01-01 05:48:00,34.46,Minneapolis,MN,5813,entertainment,
7475555,CUST_00199,2010-01-01 05:49:00,1.4,Medford,OR,5411,food,
7475556,CUST_00038,2010-01-01 05:51:00,91.13,Renfrew,PA,5812,food,
7475557,CUST_00168,2010-01-01 05:51:00,16.67,Milpitas,CA,5310,shopping,
7475559,CUST_00152,2010-01-01 05:52:00,10.45,ONLINE,,7801,entertainment,
7475561,CUST_00168,2010-01-01 05:53:00,1.88,Milpitas,CA,5411,food,
7475562,CUST_00236,2010-01-01 05:55:00,262.47,South Ozone Park,NY,7802,entertainment,
7475563,CUST_00299,2010-01-01 05:55:00,3.4,Skokie,IL,5812,food,
7475564,CUST_00200,2010-01-01 05:56:00,2.98,Colton,CA,5812,food,
7475565,CUST_00123,2010-01-01 05:56:00,10.79,Beaverton,OR,5812,food,
7475566,CUST_00122,2010-01-01 05:57:00,300.48,Woodbridge,VA,5932,shopping,
7475567,CUST_00126,2010-01-01 05:57:00,61.86,ONLINE,,4784,travel,
7475568,CUST_00245,2010-01-01 05:57:00,3.29,Lady Lake,FL,5499,food,
7475569,CUST_00097,2010-01-01 05:59:00,9.84,Mentor,OH,5812,food,
7475570,CUST_00200,2010-01-01 06:00:00,43.13,Macon,GA,5970,shopping,
7475571,CUST_00087,2010-01-01 06:00:00,3.41,Yonkers,NY,5411,food,
7475572,CUST_00051,2010-01-01 06:01:00,12.81,ONLINE,,4784,travel,
7475573,CUST_00101,2010-01-01 06:01:00,95.0,Narberth,PA,5499,food,
7475574,CUST_00228,2010-01-01 06:01:00,2.12,Columbus,OH,5411,food,
7475575,CUST_00130,2010-01-01 06:01:00,60.37,Harwood,MD,7538,purchase,
7475576,CUST_00007,2010-01-01 06:01:00,41.95,Arlington Heights,IL,7802,entertainment,
7475577,CUST_00235,2010-01-01 06:01:00,36.92,Dallas,TX,5912,utilities,
7475578,CUST_00032,2010-01-01 06:02:00,14.67,ONLINE,,4784,travel,
7475579,CUST_00010,2010-01-01 06:02:00,100.0,Billings,OK,4829,utilities,
7475580,CUST_00028,2010-01-01 06:02:00,3.98,Pompano Beach,FL,5411,food,
7475582,CUST_00232,2010-01-01 06:03:00,3.33,Phoenix,AZ,5942,shopping,
7475584,CUST_00217,2010-01-01 06:03:00,33.64,Wynnewood,PA,5912,utilities,
7475585,CUST_00210,2010-01-01 06:03:00,78.05,Chicago,IL,7538,purchase,
7475586,CUST_00011,2010-01-01 06:03:00,9.68,ONLINE,,4784,travel,
7475588,CUST_00139,2010-01-01 06:04:00,64.39,Puyallup,WA,5499,food,
7475589,CUST_00216,2010-01-01 06:05:00,8.73,Louisville,OH,5541,fuel,
7475590,CUST_00049,2010-01-01 06:06:00,2.13,Lake Havasu City,AZ,5411,food,
7475591,CUST_00271,2010-01-01 06:06:00,35.9,Chula Vista,CA,4121,travel,
7475592,CUST_00151,2010-01-01 06:07:00,23.61,ONLINE,,4784,travel,
7475594,CUST_00282,2010-01-01 06:07:00,2.72,Carmel,CA,5411,food,
7475595,CUST_00046,2010-01-01 06:07:00,66.0,Franklin,TN,5499,food,
7475596,CUST_00150,2010-01-01 06:07:00,1.54,Hollywood,FL,5411,food,
7475598,CUST_00209,2010-01-01 06:07:00,10.02,Tucson,AZ,5813,entertainment,
7475599,CUST_00149,2010-01-01 06:08:00,4.04,Fullerton,CA,5812,food,
7475600,CUST_00097,2010-01-01 06:08:00,5.41,Mentor,OH,5812,food,
7475601,CUST_00134,2010-01-01 06:08:00,42.28,ONLINE,,4784,travel,
7475602,CUST_00268,2010-01-01 06:09:00,113.09,Russellville,AL,7538,purchase,
7475603,CUST_00050,2010-01-01 06:09:00,1.33,Gwynn Oak,MD,5499,food,
7475604,CUST_00115,2010-01-01 06:09:00,7.09,Hurst,TX,5812,food,
7475605,CUST_00092,2010-01-01 06:09:00,2.38,Claypool,IN,5411,food,
7475606,CUST_00072,2010-01-01 06:10:00,6.89,Mesilla Park,NM,5812,food,
7475607,CUST_00091,2010-01-01 06:10:00,189.29,ONLINE,,4722,travel,
7475608,CUST_00206,2010-01-01 06:10:00,140.0,Boston,MA,4829,utilities,
7475609,CUST_00190,2010-01-01 06:10:00,144.68,Pahrump,NV,4900,utilities,
7475610,CUST_00183,2010-01-01 06:10:00,1.33,Lebanon,MO,5499,food,
7475611,CUST_00293,2010-01-01 06:10:00,28.84,ONLINE,,4784,travel,Bad Expiration
7475612,CUST_00109,2010-01-01 06:11:00,-84.0,Adrian,MI,5541,fuel,
7475614,CUST_00072,2010-01-01 06:13:00,121.66,Mesilla Park,NM,5932,shopping,
7475615,CUST_00282,2010-01-01 06:13:00,1.69,Marina,CA,5499,food,
7475616,CUST_00288,2010-01-01 06:13:00,2.99,Jackson Center,PA,5812,food,
7475617,CUST_00027,2010-01-01 06:13:00,74.6,Banks,OR,5300,shopping,
7475619,CUST_00103,2010-01-01 06:14:00,10.7,Independence,OH,5300,shopping,
7475620,CUST_00036,2010-01-01 06:14:00,6.66,Utica,NY,5411,food,
7475621,CUST_00168,2010-01-01 06:14:00,23.83,Milpitas,CA,5310,shopping,
7475622,CUST_00102,2010-01-01 06:15:00,4.87,Sioux Falls,SD,5814,food,
7475623,CUST_00091,2010-01-01 06:16:00,-148.0,ONLINE,,4722,travel,
7475624,CUST_00046,2010-01-01 06:16:00,-66.0,Franklin,TN,5499,food,
7475625,CUST_00289,2010-01-01 06:16:00,11.7,Mulkeytown,IL,5411,food,
7475627,CUST_00110,2010-01-01 06:16:00,6.58,Wethersfield,CT,5812,food,
7475628,CUST_00069,2010-01-01 06:16:00,7.35,Grand Junction,CO,5541,fuel,
7475630,CUST_00273,2010-01-01 06:16:00,2.67,Tacoma,WA,5411,food,
7475632,CUST_00139,2010-01-01 06:17:00,-86.0,Puyallup,WA,5499,food,
7475633,CUST_00149,2010-01-01 06:17:00,120.0,Youngsville,NC,4829,utilities,
7475634,CUST_00210,2010-01-01 06:18:00,1.77,Martinsburg,WV,5411,food,
7475635,CUST_00046,2010-01-01 06:18:00,2.98,Franklin,TN,5499,food,
7475636,CUST_00138,2010-01-01 06:18:00,18.26,ONLINE,,4784,travel,
7475637,CUST_00080,2010-01-01 06:18:00,4.9,Woodinville,WA,5812,food,
7475638,CUST_00230,2010-01-01 06:19:00,35.51,Orlando,FL,7538,purchase,
7475639,CUST_00291,2010-01-01 06:19:00,24.22,Canton,NC,4121,travel,
7475640,CUST_00080,2010-01-01 06:19:00,1.04,Latrobe,PA,5411,food,
7475641,CUST_00234,2010-01-01 06:19:00,27.28,ONLINE,,4784,travel,
7475642,CUST_00139,2010-01-01 06:19:00,86.0,Puyallup,WA,5499,food,
7475643,CUST_00293,2010-01-01 06:19:00,38.58,ONLINE,,4784,travel,Bad Card Number
7475644,CUST_00079,2010-01-01 06:20:00,2.69,Howland,ME,5942,shopping,
7475645,CUST_00216,2010-01-01 06:20:00,3.11,Manteno,IL,5814,food,
7475646,CUST_00109,2010-01-01 06:21:00,77.59,Adrian,MI,5541,fuel,
7475647,CUST_00237,2010-01-01 06:21:00,39.14,Stamford,CT,5912,utilities,
7475648,CUST_00135,2010-01-01 06:21:00,101.79,Burke,VA,4814,utilities,
7475649,CUST_00222,2010-01-01 06:22:00,35.53,Crenshaw,MS,5411,food,
7475650,CUST_00101,2010-01-01 06:23:00,-95.0,Narberth,PA,5499,food,
7475651,CUST_00082,2010-01-01 06:23:00,39.07,Myrtle Beach,SC,5311,shopping,
7475652,CUST_00024,2010-01-01 06:23:00,36.33,ONLINE,,4784,travel,
7475654,CUST_00126,2010-01-01 06:24:00,47.61,ONLINE,,4784,travel,
7475655,CUST_00101,2010-01-01 06:24:00,79.41,Narberth,PA,5499,food,
7475658,CUST_00168,2010-01-01 06:24:00,4.13,Milpitas,CA,5812,food,
7475659,CUST_00029,2010-01-01 06:24:00,100.0,Cleveland,OH,4829,utilities,
7475660,CUST_00135,2010-01-01 06:25:00,3.37,Bulverde,TX,5411,food,
7475661,CUST_00291,2010-01-01 06:25:00,2.36,Canton,NC,5411,food,
7475662,CUST_00271,2010-01-01 06:25:00,2.27,Luther,OK,5814,food,
7475663,CUST_00039,2010-01-01 06:26:00,190.91,Ocoee,FL,7995,entertainment,
7475664,CUST_00092,2010-01-01 06:26:00,3.86,ONLINE,,4784,travel,
7475665,CUST_00109,2010-01-01 06:26:00,84.0,Adrian,MI,5541,fuel,
7475666,CUST_00137,2010-01-01 06:27:00,4.37,Longview,TX,5814,food,
7475670,CUST_00212,2010-01-01 06:29:00,1.37,Minneapolis,MN,5541,fuel,
7475671,CUST_00061,2010-01-01 06:30:00,100.0,Memphis,TN,4829,utilities,
7475672,CUST_00217,2010-01-01 06:30:00,-52.0,Chicago,IL,5499,food,
7475673,CUST_00092,2010-01-01 06:30:00,28.54,Mechanicsburg,OH,5411,food,
7475674,CUST_00243,2010-01-01 06:30:00,76.07,Longview,TX,5310,shopping,
7475676,CUST_00174,2010-01-01 06:31:00,11.0,Howard Beach,NY,5812,food,
7475677,CUST_00230,2010-01-01 06:31:00,23.84,Orlando,FL,7538,purchase,
7475679,CUST_00165,2010-01-01 06:32:00,10.64,Houston,TX,5942,shopping,
7475680,CUST_00054,2010-01-01 06:32:00,12.35,Boca Raton,FL,5411,food,
7475681,CUST_00139,2010-01-01 06:33:00,67.0,Claremont,NC,5499,food,
7475682,CUST_00257,2010-01-01 06:33:00,106.82,Houston,TX,5912,utilities,
7475683,CUST_00006,2010-01-01 06:33:00,3.5,Washington Court House,OH,5411,food,
7475684,CUST_00228,2010-01-01 06:33:00,106.64,Carrollton,TX,4900,utilities,
7475685,CUST_00148,2010-01-01 06:33:00,-74.0,Honolulu,HI,5499,food,
7475687,CUST_00097,2010-01-01 06:35:00,8.96,Mentor,OH,5541,fuel,
7475688,CUST_00216,2010-01-01 06:35:00,100.0,Longboat Key,FL,4829,utilities,
7475689,CUST_00199,2010-01-01 06:36:00,1.79,Miami,FL,5411,food,
7475691,CUST_00148,2010-01-01 06:37:00,46.32,Honolulu,HI,5499,food,
7475692,CUST_00130,2010-01-01 06:37:00,2.63,Appleton,WI,5814,food,
7475693,CUST_00093,2010-01-01 06:37:00,56.0,Urbandale,IA,5541,fuel,
