customer_id,age,gender,education,income,employment_experience,home_ownership,credit_score,loan_intent,loan_status,relationship_score
CUST_00027,21,female,Associate,14288.0,0,MORTGAGE,626,VENTURE,1,32
CUST_00028,23,male,High School,14293.0,0,OWN,607,PERSONAL,0,30
CUST_00029,24,female,Bachelor,79054.0,1,RENT,700,HOMEIMPROVEMENT,1,49
CUST_00030,21,female,Bachelor,14988.0,0,OTHER,553,EDUCATION,1,25
CUST_00031,21,male,High School,14858.0,0,OWN,589,MEDICAL,1,29
CUST_00032,25,male,Bachelor,144855.0,1,RENT,586,VENTURE,0,48
CUST_00033,26,male,Bachelor,114645.0,2,RENT,681,HOMEIMPROVEMENT,1,53
CUST_00034,25,female,High School,368115.0,3,RENT,567,DEBTCONSOLIDATION,0,56
CUST_00035,26,female,Associate,361076.0,1,MORTGAGE,669,MEDICAL,0,64
CUST_00036,21,male,Associate,15150.0,0,OWN,600,EDUCATION,1,30
CUST_00037,22,female,Bachelor,58868.0,0,RENT,606,EDUCATION,1,37
CUST_00038,24,male,High School,78026.0,3,RENT,582,DEBTCONSOLIDATION,1,39
CUST_00039,25,male,Bachelor,90785.0,4,RENT,649,HOMEIMPROVEMENT,1,48
CUST_00040,23,female,High School,86811.0,0,RENT,602,DEBTCONSOLIDATION,1,40
CUST_00041,26,male,Bachelor,75503.0,5,RENT,616,MEDICAL,1,43
CUST_00042,24,female,High School,15082.0,0,OWN,631,VENTURE,1,32
CUST_00043,26,male,Bachelor,361293.0,5,MORTGAGE,684,VENTURE,0,68
CUST_00044,23,male,High School,361547.0,0,OWN,637,EDUCATION,0,61
CUST_00045,26,male,Master,360680.0,5,OWN,649,HOMEIMPROVEMENT,0,65
CUST_00046,26,male,Bachelor,360977.0,5,MORTGAGE,695,EDUCATION,0,69
CUST_00047,25,female,Bachelor,361244.0,2,MORTGAGE,620,HOMEIMPROVEMENT,0,60
CUST_00048,26,male,Bachelor,98230.0,2,RENT,622,PERSONAL,1,45
CUST_00049,22,female,High School,80838.0,0,RENT,645,MEDICAL,1,43
CUST_00050,26,male,Master,107957.0,2,RENT,654,DEBTCONSOLIDATION,1,50
CUST_00051,24,female,Bachelor,94649.0,2,RENT,624,DEBTCONSOLIDATION,1,45
CUST_00052,23,male,High School,94550.0,1,RENT,570,DEBTCONSOLIDATION,1,39
CUST_00053,23,male,Bachelor,111153.0,3,RENT,648,PERSONAL,1,50
CUST_00054,23,female,Associate,117250.0,0,RENT,652,VENTURE,1,50
CUST_00055,25,male,Bachelor,144985.0,3,RENT,559,EDUCATION,0,47
CUST_00056,26,male,High School,337133.0,7,RENT,623,PERSONAL,0,64
CUST_00057,26,male,Associate,333566.0,2,RENT,602,VENTURE,0,59
CUST_00058,23,male,Bachelor,333399.0,1,OWN,609,PERSONAL,0,59
CUST_00059,25,male,Master,154793.0,1,RENT,573,PERSONAL,0,49
CUST_00060,24,male,Associate,15229.0,1,OWN,631,VENTURE,0,33
CUST_00061,21,female,Bachelor,158338.0,0,RENT,623,VENTURE,0,53
CUST_00062,22,female,Bachelor,331034.0,0,OWN,602,VENTURE,0,57
CUST_00063,26,female,High School,316466.0,6,MORTGAGE,579,EDUCATION,1,59
CUST_00064,25,female,Associate,267671.0,0,MORTGAGE,582,MEDICAL,1,56
CUST_00065,22,male,Master,85191.0,0,RENT,700,EDUCATION,1,49
CUST_00066,22,male,Associate,15013.0,0,MORTGAGE,688,EDUCATION,0,38
CUST_00067,26,male,Bachelor,313100.0,3,OWN,607,HOMEIMPROVEMENT,0,60
CUST_00068,25,female,Bachelor,311952.0,0,MORTGAGE,661,HOMEIMPROVEMENT,0,63
CUST_00069,24,male,High School,306897.0,5,MORTGAGE,562,EDUCATION,0,57
CUST_00070,25,female,Bachelor,301136.0,0,RENT,664,MEDICAL,0,63
CUST_00071,25,male,High School,15162.0,1,OWN,564,MEDICAL,1,27
CUST_00072,22,male,Associate,69042.0,0,RENT,598,MEDICAL,1,37
CUST_00073,21,female,High School,15307.0,0,OWN,557,EDUCATION,1,26
CUST_00074,23,female,Associate,79183.0,0,RENT,677,EDUCATION,1,46
CUST_00075,26,male,Bachelor,102654.0,4,RENT,690,VENTURE,1,54
CUST_00076,26,male,Associate,15229.0,1,OWN,599,EDUCATION,1,30
CUST_00077,22,male,High School,106566.0,0,RENT,604,VENTURE,1,44
CUST_00078,21,female,Bachelor,15252.0,0,OWN,663,PERSONAL,1,35
CUST_00079,22,male,Bachelor,15432.0,3,OWN,601,DEBTCONSOLIDATION,1,32
CUST_00080,24,male,High School,100332.0,1,RENT,634,VENTURE,1,46
CUST_00081,24,male,Bachelor,300951.0,2,RENT,671,EDUCATION,0,65
CUST_00082,144,male,Bachelor,300616.0,125,RENT,789,VENTURE,0,94
CUST_00083,25,female,Bachelor,121062.0,1,RENT,622,DEBTCONSOLIDATION,0,48
CUST_00084,26,male,Associate,133372.0,1,RENT,538,EDUCATION,0,42
CUST_00085,26,male,Bachelor,15505.0,0,OWN,587,DEBTCONSOLIDATION,1,28
CUST_00086,22,male,Master,130852.0,0,RENT,683,EDUCATION,1,54
CUST_00087,23,male,Associate,182316.0,0,RENT,634,DEBTCONSOLIDATION,0,58
CUST_00088,24,female,Bachelor,83853.0,3,RENT,690,HOMEIMPROVEMENT,1,50
CUST_00089,21,female,Bachelor,15394.0,0,MORTGAGE,518,DEBTCONSOLIDATION,1,22
CUST_00090,22,female,Bachelor,85243.0,0,RENT,583,EDUCATION,1,39
CUST_00091,22,male,Associate,288907.0,2,OWN,617,PERSONAL,0,60
CUST_00092,26,male,Associate,89074.0,4,RENT,668,VENTURE,1,49
CUST_00093,24,male,Master,100509.0,2,RENT,673,PERSONAL,1,50
CUST_00094,24,male,High School,88950.0,3,RENT,706,VENTURE,1,52
CUST_00095,23,female,High School,75894.0,1,RENT,536,MEDICAL,1,34
CUST_00096,23,male,Associate,145092.0,0,RENT,557,EDUCATION,0,45
CUST_00097,24,female,Bachelor,15928.0,1,OWN,689,MEDICAL,0,38
CUST_00098,22,male,Bachelor,73131.0,3,RENT,681,VENTURE,1,48
CUST_00099,25,male,Master,281501.0,4,MORTGAGE,623,MEDICAL,0,62
CUST_00100,24,female,Associate,281775.0,0,OWN,595,HOMEIMPROVEMENT,0,57
CUST_00101,26,male,Bachelor,281792.0,1,MORTGAGE,584,HOMEIMPROVEMENT,0,56
CUST_00102,25,male,Bachelor,266090.0,4,MORTGAGE,669,DEBTCONSOLIDATION,1,66
CUST_00103,26,male,High School,279664.0,3,MORTGAGE,642,MEDICAL,0,63
CUST_00104,25,female,High School,277017.0,4,MORTGAGE,622,MEDICAL,0,62
CUST_00105,23,male,Associate,100756.0,0,RENT,689,EDUCATION,1,50
CUST_00106,22,male,High School,16218.0,1,MORTGAGE,614,PERSONAL,1,32
CUST_00107,25,female,Bachelor,16211.0,2,OWN,597,PERSONAL,0,31
CUST_00108,21,female,Bachelor,51922.0,3,RENT,673,EDUCATION,1,44
CUST_00109,24,male,Associate,50309.0,3,RENT,625,HOMEIMPROVEMENT,1,39
CUST_00110,25,male,High School,16378.0,0,OWN,603,DEBTCONSOLIDATION,1,30
CUST_00111,24,male,Bachelor,16572.0,0,MORTGAGE,589,HOMEIMPROVEMENT,1,29
CUST_00112,26,male,Master,272201.0,5,MORTGAGE,670,HOMEIMPROVEMENT,0,67
CUST_00113,25,female,Bachelor,271324.0,3,MORTGAGE,637,HOMEIMPROVEMENT,0,63
CUST_00114,26,male,Associate,256862.0,2,MORTGAGE,643,EDUCATION,1,63
CUST_00115,24,male,High School,271342.0,0,RENT,508,MEDICAL,0,49
CUST_00116,24,male,High School,16470.0,2,MORTGAGE,643,DEBTCONSOLIDATION,1,35
CUST_00117,23,male,High School,16599.0,0,OWN,505,DEBTCONSOLIDATION,1,21
CUST_00118,22,male,Bachelor,51608.0,0,RENT,593,MEDICAL,1,34
CUST_00119,26,female,Master,58516.0,6,RENT,686,EDUCATION,1,48
CUST_00120,25,female,Associate,16395.0,4,OWN,646,MEDICAL,1,37
CUST_00121,22,female,Bachelor,16890.0,0,OWN,645,EDUCATION,1,34
CUST_00122,25,female,Associate,51747.0,3,RENT,697,EDUCATION,1,46
CUST_00123,21,male,High School,59864.0,0,RENT,648,EDUCATION,1,41
CUST_00124,25,male,Master,270972.0,1,MORTGAGE,640,VENTURE,0,62
CUST_00125,26,male,Bachelor,270870.0,5,RENT,681,EDUCATION,0,68
CUST_00126,23,female,Associate,270729.0,0,RENT,646,DEBTCONSOLIDATION,0,61
CUST_00127,26,male,Bachelor,270877.0,4,MORTGAGE,615,VENTURE,0,61
CUST_00128,22,male,Associate,60501.0,0,RENT,687,PERSONAL,1,44
CUST_00129,23,male,High School,60754.0,1,RENT,650,DEBTCONSOLIDATION,1,42
CUST_00130,25,male,Bachelor,60829.0,0,RENT,588,HOMEIMPROVEMENT,1,35
CUST_00131,24,male,Bachelor,53825.0,2,RENT,652,DEBTCONSOLIDATION,1,41
CUST_00132,23,male,High School,60801.0,0,RENT,658,VENTURE,1,42
CUST_00133,22,male,High School,60747.0,0,RENT,634,VENTURE,1,39
CUST_00134,22,female,High School,61029.0,0,RENT,623,VENTURE,1,39
CUST_00135,22,female,Associate,63236.0,0,RENT,635,EDUCATION,1,40
CUST_00136,23,female,Bachelor,17149.0,0,OWN,531,DEBTCONSOLIDATION,1,24
CUST_00137,24,female,Master,265066.0,4,MORTGAGE,665,EDUCATION,0,66
CUST_00138,23,male,Associate,260205.0,2,MORTGAGE,703,DEBTCONSOLIDATION,0,68
CUST_00139,25,female,Associate,260035.0,5,MORTGAGE,585,EDUCATION,0,59
CUST_00140,26,female,Bachelor,260444.0,4,MORTGAGE,594,EDUCATION,0,59
CUST_00141,23,male,Bachelor,258980.0,0,MORTGAGE,618,MEDICAL,0,59
CUST_00142,26,male,High School,259081.0,2,MORTGAGE,626,EDUCATION,0,61
CUST_00143,23,male,High School,63497.0,0,RENT,695,PERSONAL,1,45
CUST_00144,26,female,Doctorate,56325.0,2,RENT,690,DEBTCONSOLIDATION,1,45
CUST_00145,22,male,Bachelor,64842.0,0,RENT,574,EDUCATION,1,35
CUST_00146,26,female,High School,57856.0,0,RENT,602,HOMEIMPROVEMENT,1,36
CUST_00147,23,male,Associate,57318.0,0,RENT,679,VENTURE,1,43
CUST_00148,23,female,High School,16916.0,2,MORTGAGE,615,EDUCATION,0,33
CUST_00149,21,male,Master,16664.0,0,OWN,601,VENTURE,1,30
CUST_00150,22,male,Associate,252803.0,0,MORTGAGE,577,VENTURE,0,55
CUST_00151,26,female,Associate,253061.0,3,OWN,588,PERSONAL,0,58
CUST_00152,26,male,Bachelor,58602.0,8,RENT,595,VENTURE,1,41
CUST_00153,22,male,High School,67012.0,2,RENT,653,EDUCATION,1,43
CUST_00154,24,female,Master,66643.0,3,RENT,663,HOMEIMPROVEMENT,1,45
CUST_00155,23,male,Bachelor,66599.0,0,RENT,653,EDUCATION,1,42
CUST_00156,23,male,Associate,67212.0,2,RENT,598,EDUCATION,1,39
CUST_00157,24,female,High School,66918.0,1,RENT,630,PERSONAL,1,41
CUST_00158,26,male,Associate,68066.0,2,RENT,637,DEBTCONSOLIDATION,1,42
CUST_00159,24,male,Associate,245545.0,1,OWN,660,MEDICAL,0,63
CUST_00160,23,male,Associate,229083.0,0,MORTGAGE,639,EDUCATION,1,61
CUST_00161,23,male,High School,17859.0,0,OWN,626,PERSONAL,1,32
CUST_00162,24,female,Associate,72608.0,3,RENT,612,PERSONAL,1,41
CUST_00163,24,male,Bachelor,73073.0,1,RENT,628,PERSONAL,1,41
CUST_00164,26,female,Master,65880.0,2,RENT,592,DEBTCONSOLIDATION,1,38
CUST_00165,23,male,High School,17755.0,1,OWN,580,DEBTCONSOLIDATION,1,29
CUST_00166,24,male,Bachelor,241180.0,3,RENT,634,MEDICAL,0,62
CUST_00167,24,male,Associate,240894.0,3,MORTGAGE,678,HOMEIMPROVEMENT,0,66
CUST_00168,21,male,High School,240980.0,0,MORTGAGE,557,EDUCATION,0,53
CUST_00169,25,male,Bachelor,65742.0,3,RENT,672,HOMEIMPROVEMENT,1,46
CUST_00170,23,male,Bachelor,72713.0,0,RENT,613,PERSONAL,1,39
CUST_00171,23,male,High School,72627.0,3,RENT,566,PERSONAL,1,37
CUST_00172,21,male,Associate,72843.0,0,RENT,718,EDUCATION,1,49
CUST_00173,25,male,High School,75504.0,4,RENT,484,MEDICAL,1,31
CUST_00174,22,female,High School,68824.0,0,RENT,634,HOMEIMPROVEMENT,1,41
CUST_00175,23,female,Bachelor,241167.0,2,MORTGAGE,653,EDUCATION,0,63
CUST_00176,21,male,Bachelor,241060.0,0,MORTGAGE,699,DEBTCONSOLIDATION,0,66
CUST_00177,24,male,High School,240855.0,0,MORTGAGE,656,VENTURE,0,62
CUST_00178,26,male,High School,241030.0,3,MORTGAGE,626,EDUCATION,0,62
CUST_00179,25,male,High School,240895.0,2,MORTGAGE,659,DEBTCONSOLIDATION,0,64
CUST_00180,24,female,High School,240932.0,4,RENT,604,EDUCATION,0,60
CUST_00181,24,male,Associate,80145.0,1,RENT,636,EDUCATION,1,43
CUST_00182,22,male,Master,80303.0,0,RENT,554,EDUCATION,1,35
CUST_00183,22,male,High School,241048.0,0,MORTGAGE,587,DEBTCONSOLIDATION,0,56
CUST_00184,144,male,Associate,241424.0,121,MORTGAGE,807,EDUCATION,0,96
CUST_00185,25,male,Bachelor,241005.0,4,RENT,708,EDUCATION,0,70
CUST_00186,25,female,Master,240768.0,2,MORTGAGE,669,VENTURE,0,65
CUST_00187,25,male,Associate,241201.0,2,MORTGAGE,578,PERSONAL,0,57
CUST_00188,24,male,Bachelor,240920.0,5,MORTGAGE,615,DEBTCONSOLIDATION,0,62
CUST_00189,24,female,Master,72919.0,1,RENT,553,DEBTCONSOLIDATION,1,35
CUST_00190,21,male,Master,18008.0,0,OWN,635,HOMEIMPROVEMENT,1,33
CUST_00191,26,female,Associate,81238.0,3,RENT,531,PERSONAL,1,35
CUST_00192,23,male,High School,80868.0,1,RENT,621,EDUCATION,1,42
CUST_00193,24,male,Bachelor,81537.0,1,RENT,674,VENTURE,1,47
CUST_00194,24,female,Associate,82741.0,0,RENT,688,PERSONAL,1,48
CUST_00195,25,female,High School,83901.0,3,RENT,597,PERSONAL,1,42
CUST_00196,25,male,Associate,240717.0,1,MORTGAGE,640,EDUCATION,0,62
CUST_00197,26,female,Associate,226744.0,0,MORTGAGE,621,VENTURE,1,59
CUST_00198,26,female,Bachelor,241114.0,5,MORTGAGE,608,PERSONAL,0,61
CUST_00199,25,male,Bachelor,85284.0,3,RENT,653,EDUCATION,1,47
CUST_00200,22,female,Bachelor,18152.0,0,OWN,585,MEDICAL,1,29
CUST_00201,24,female,High School,84871.0,3,RENT,569,EDUCATION,1,39
CUST_00202,24,male,Bachelor,18294.0,2,OWN,587,PERSONAL,1,30
CUST_00203,24,male,Bachelor,68029.0,1,RENT,631,MEDICAL,1,41
CUST_00204,25,female,High School,80001.0,4,RENT,592,VENTURE,1,41
CUST_00205,26,female,High School,79875.0,6,RENT,679,HOMEIMPROVEMENT,1,50
CUST_00206,25,male,High School,18449.0,1,OWN,645,EDUCATION,1,35
CUST_00207,25,male,Associate,88153.0,0,RENT,669,MEDICAL,1,47
CUST_00208,23,female,Bachelor,90109.0,0,RENT,653,MEDICAL,1,46
CUST_00209,25,male,Bachelor,90938.0,1,RENT,577,DEBTCONSOLIDATION,1,39
CUST_00210,24,male,High School,231335.0,0,RENT,668,MEDICAL,0,63
CUST_00211,21,male,Bachelor,231829.0,0,MORTGAGE,629,VENTURE,0,60
CUST_00212,25,female,Associate,230516.0,4,MORTGAGE,643,MEDICAL,0,64
CUST_00213,26,male,Bachelor,229626.0,0,MORTGAGE,626,PERSONAL,0,60
CUST_00214,22,male,Bachelor,228907.0,0,MORTGAGE,560,VENTURE,0,54
CUST_00215,24,male,Bachelor,90938.0,0,RENT,648,EDUCATION,1,45
CUST_00216,22,male,Associate,86284.0,0,RENT,648,EDUCATION,1,45
CUST_00217,26,male,Associate,228774.0,3,MORTGAGE,669,VENTURE,0,66
CUST_00218,23,male,High School,229027.0,2,OWN,536,PERSONAL,0,53
CUST_00219,23,male,High School,94789.0,1,RENT,548,DEBTCONSOLIDATION,1,37
CUST_00220,23,female,Master,94780.0,0,RENT,667,VENTURE,1,48
CUST_00221,23,male,High School,95298.0,0,RENT,676,VENTURE,1,48
CUST_00222,25,male,Associate,223944.0,1,OWN,570,VENTURE,0,55
CUST_00223,24,male,High School,222629.0,0,MORTGAGE,623,EDUCATION,0,59
CUST_00224,25,female,Bachelor,222973.0,2,RENT,652,VENTURE,0,63
CUST_00225,24,female,High School,75240.0,1,RENT,625,MEDICAL,1,41
CUST_00226,23,female,High School,96143.0,1,RENT,642,VENTURE,1,46
CUST_00227,21,male,Bachelor,18064.0,0,OWN,580,VENTURE,1,28
CUST_00228,24,male,Associate,96627.0,2,RENT,622,PERSONAL,1,45
CUST_00229,24,male,Bachelor,96309.0,3,RENT,581,EDUCATION,1,42
CUST_00230,21,female,High School,18421.0,1,MORTGAGE,623,MEDICAL,0,33
CUST_00231,24,male,Master,96836.0,1,RENT,583,EDUCATION,1,41
CUST_00232,26,male,Bachelor,96947.0,4,RENT,645,DEBTCONSOLIDATION,1,49
CUST_00233,22,female,Associate,222975.0,2,RENT,593,MEDICAL,0,58
CUST_00234,26,male,Associate,222985.0,3,OWN,659,PERSONAL,0,65
CUST_00235,24,female,Bachelor,223064.0,0,RENT,655,HOMEIMPROVEMENT,0,62
CUST_00236,23,male,Associate,221559.0,2,OWN,583,EDUCATION,0,57
CUST_00237,24,female,Associate,207712.0,0,MORTGAGE,582,DEBTCONSOLIDATION,1,56
CUST_00238,24,female,Bachelor,220872.0,1,MORTGAGE,504,MEDICAL,0,49
CUST_00239,22,male,High School,220518.0,0,MORTGAGE,551,EDUCATION,0,53
CUST_00240,25,female,Associate,220510.0,1,MORTGAGE,529,PERSONAL,0,51
CUST_00241,23,female,Bachelor,89818.0,0,RENT,674,DEBTCONSOLIDATION,1,47
CUST_00242,26,female,High School,90006.0,4,RENT,595,DEBTCONSOLIDATION,1,43
CUST_00243,25,female,High School,98704.0,6,RENT,597,DEBTCONSOLIDATION,1,46
CUST_00244,23,male,High School,98967.0,5,RENT,566,MEDICAL,1,42
CUST_00245,24,male,High School,99435.0,3,RENT,666,VENTURE,0,50
CUST_00246,24,female,Bachelor,100658.0,1,RENT,695,EDUCATION,0,52
CUST_00247,24,female,Bachelor,100435.0,2,RENT,576,PERSONAL,0,41
CUST_00248,24,male,High School,216925.0,5,RENT,651,EDUCATION,0,65
CUST_00249,23,female,Bachelor,216891.0,0,MORTGAGE,633,PERSONAL,0,60
CUST_00250,23,male,Master,18512.0,1,OWN,566,HOMEIMPROVEMENT,1,28
CUST_00251,22,male,Master,18367.0,0,OWN,583,PERSONAL,0,28
CUST_00252,22,female,Associate,102317.0,0,RENT,586,PERSONAL,0,41
CUST_00253,24,female,Associate,103400.0,4,RENT,592,MEDICAL,0,45
CUST_00254,24,male,Bachelor,217134.0,2,MORTGAGE,598,VENTURE,0,58
CUST_00255,26,male,Master,217024.0,1,MORTGAGE,637,VENTURE,0,61
CUST_00256,25,female,High School,172215.0,5,MORTGAGE,628,MEDICAL,1,59
CUST_00257,23,male,Master,18831.0,0,MORTGAGE,667,DEBTCONSOLIDATION,1,36
CUST_00258,24,male,Associate,105349.0,5,RENT,621,HOMEIMPROVEMENT,0,48
CUST_00259,24,male,Bachelor,91184.0,1,RENT,668,VENTURE,1,48
CUST_00260,23,female,High School,91886.0,1,RENT,544,DEBTCONSOLIDATION,1,37
CUST_00261,23,male,Associate,80452.0,2,RENT,699,MEDICAL,1,50
CUST_00262,25,female,Bachelor,108758.0,2,RENT,611,MEDICAL,0,46
CUST_00263,21,male,Associate,18916.0,0,OWN,615,HOMEIMPROVEMENT,1,31
CUST_00264,26,female,High School,217234.0,5,OWN,559,PERSONAL,0,57
CUST_00265,24,female,High School,217017.0,0,OWN,577,EDUCATION,0,55
CUST_00266,25,male,High School,216874.0,1,OWN,657,MEDICAL,0,63
CUST_00267,26,male,Associate,216833.0,5,OWN,676,HOMEIMPROVEMENT,0,68
CUST_00268,25,male,Bachelor,216483.0,0,MORTGAGE,601,VENTURE,0,57
CUST_00269,23,female,Master,19000.0,2,OWN,647,MEDICAL,1,36
CUST_00270,23,female,Master,94363.0,0,RENT,576,VENTURE,1,39
CUST_00271,25,male,Master,80570.0,3,RENT,612,MEDICAL,1,42
CUST_00272,23,male,Bachelor,109167.0,0,RENT,678,DEBTCONSOLIDATION,0,51
CUST_00273,24,female,Associate,95753.0,1,RENT,542,DEBTCONSOLIDATION,1,37
CUST_00274,24,female,Associate,110935.0,1,RENT,709,PERSONAL,0,54
CUST_00275,25,male,Associate,111490.0,2,RENT,622,HOMEIMPROVEMENT,0,47
CUST_00276,24,male,Associate,111729.0,4,RENT,642,VENTURE,0,51
CUST_00277,23,female,High School,113396.0,0,RENT,660,VENTURE,0,50
CUST_00278,23,female,Bachelor,19175.0,1,MORTGAGE,587,MEDICAL,0,30
CUST_00279,23,female,High School,85787.0,0,RENT,646,MEDICAL,1,44
CUST_00280,25,female,Master,102114.0,7,RENT,637,DEBTCONSOLIDATION,1,51
CUST_00281,26,male,Bachelor,211005.0,5,MORTGAGE,718,VENTURE,0,71
CUST_00282,25,male,Master,210903.0,4,MORTGAGE,588,HOMEIMPROVEMENT,0,59
CUST_00283,22,male,Associate,210555.0,0,MORTGAGE,652,EDUCATION,0,62
CUST_00284,23,male,Bachelor,210937.0,0,MORTGAGE,620,PERSONAL,0,59
CUST_00285,23,male,High School,19062.0,2,OWN,667,DEBTCONSOLIDATION,1,38
CUST_00286,23,female,Associate,18926.0,0,OWN,688,VENTURE,1,38
CUST_00287,22,male,Associate,106694.0,0,RENT,667,DEBTCONSOLIDATION,1,49
CUST_00288,25,male,Master,90718.0,4,RENT,692,MEDICAL,1,52
CUST_00289,25,male,Bachelor,106668.0,1,RENT,562,VENTURE,1,40
CUST_00290,25,male,High School,19158.0,4,OWN,625,HOMEIMPROVEMENT,0,35
CUST_00291,26,male,High School,106419.0,5,RENT,649,VENTURE,1,51
CUST_00292,25,female,High School,120696.0,3,RENT,545,VENTURE,0,42
CUST_00293,23,male,High School,19065.0,3,MORTGAGE,540,PERSONAL,1,27
CUST_00294,24,female,Associate,124083.0,0,RENT,637,PERSONAL,0,49
CUST_00295,24,male,Associate,111673.0,4,RENT,600,HOMEIMPROVEMENT,1,47
CUST_00296,23,male,High School,112633.0,1,RENT,633,DEBTCONSOLIDATION,1,48
CUST_00297,22,male,High School,210938.0,0,RENT,588,VENTURE,0,56
CUST_00298,23,female,Associate,210720.0,2,MORTGAGE,624,EDUCATION,0,61
CUST_00299,25,male,High School,210705.0,7,RENT,525,VENTURE,0,55
CUST_00300,25,male,High School,209997.0,3,MORTGAGE,616,DEBTCONSOLIDATION,0,61
